cod_municipio,url_sha1,pertenece,tema,signo
31074,d6798f8f6686ce15f7ca92e258b4dbeca6395f5a,true,deporte,0
31074,a813acaf007b7789fbb80e782e7328a5c892ce27,false,,
31074,67eb77810937ab08a687e4c9fb352b2a2febbb26,false,,
31074,17991e620fe4f969849bb0d3aadc009ec77188e0,false,,
31074,1d89805a42bcbb4f0ea8971cd67e92219325f930,false,,
31101,433cafb9b809f3524520526ebba2003e8ff3ea2e,true,infraestructura,0
31101,548c278e5997f0ac4fd22e063a3e39a20440a431,true,sucesos,-1
31101,633f4c4cc447279a26a156d13d1b01e26405a86b,false,,
31101,11ebbc425c8b5aa894857a9cd7de73aef0ec49de,false,,
31101,466d2eefcad9ee8bc056c403ec35a40eab610fe9,false,,
31101,e83377ad459aab0cbd3641195af3ae12b8030e78,false,,
31101,840a23ca9e630af52a3342d7d2bc9864db4834b2,true,infraestructura,0
31101,a4e5c1c552201f5f45b2f34da236d698e089b911,false,,
31113,dcd13e41a79ac4c92411181572748014fd44b431,false,,
31113,3f261fa4e882f8019aa3af640f74c004e5388bb9,false,,
31113,003976f8fdf1166d14fc149d4388d1c637b4af22,false,,
31113,02c7a7e6a17277266abb2ba81214138aaff875d5,false,,
31113,3a10682238c9b92b7df924cc7c28c712783830b1,false,,
31113,80728571dffb6bf249edc44178015b18a0b8547c,false,,
31113,28094aa56d5bd47534ff90a4e7452b329c53f090,false,,
31113,8dcdd7f778179d45dc3f4aa5b041213be2da752b,false,,
31122,9d6e0c3573fed1679bc6fd6e30e1e323ccb8f30a,false,,
31122,71753d33c51c4bf26a9e071f71f197eb05365eea,false,,
31122,7886669cf3b5f15f004393d2a60f4e57a5206517,false,,
31122,26aa17d2bc2814243207db2d8eecccfe9fbaacbd,false,,
31122,87f8904a91958fd5f1fd69b5bf700446a388df10,false,,
31122,b819cc34d5609bdbbaefd8af139bc5dce7e5d67e,false,,
31122,e36953a6e199ea8407d43fc5801a268955262d80,true,infraestructura,1
31122,c606290422d2baced8f360237521c5988494d824,false,,
31134,cc57587e4ddcba2a535064f86567eaa848bb2312,false,,
31134,2377887bdc17d4ec3e247f19c9cb325a033156b5,false,,
31134,77ee9ba5fbd6e032df34bc7aa3d591e0f3211bd6,false,,
31134,cf278a695bedd4b99c1dc9d024078eb81b4dabe1,false,,
31134,89e14d575f4c05630180ee6a5cf09a2bdabff242,false,,
31134,90eb2b720acc027af6dc55bbb2e57ab801dece6c,false,,
31134,3460b27616663c5b5326e35681a4e09a10bc9d15,false,,
31134,8be3a13e9e8395fabc31c0ca2018d24c90db0025,false,,
31142,19aa5caf53c7aff91b7b6a59ddb42ff533d520f0,false,,
31142,ebd51b402f4c1b7decd6f8ec664bc4994bc81adb,false,,
31142,cc5f1091db3c0fc75c8399e470e828798b32165c,false,,
31142,42e14d8781ab811e3231fb8c799ee7b29327e435,false,,
31142,bf8ea4567f4798f71168df6de966bc2a07eae20d,false,,
31142,c65308894d83bc9461454c616c606ad3479c08f5,false,,
31142,b48d48aeb3e251c238a35b95eb097e32881f5769,false,,
31142,e1e17494ba41742071882a0d396f9548851dc851,false,,
31147,9a4d7c6d515795963b26b9f5281c53c05fbb2e92,false,,
31147,7312dba874f0d4c5dc21bfd1253183f9d9989729,false,,
31147,62984dada6e4e89a4f4686c3acc963f965c90cb1,false,,
31147,76a8562d404d07660f4db904f6a66db786fdf5d8,false,,
31147,de05b053e67963fb2c5170c87932862179d5189a,false,,
31147,dd6d9de1dad7d01df82e12b7887a2173a44620b3,false,,
31147,489ef2c8fbaa9279fa9def8f54f8ffc1d90d36a8,false,,
31147,0755421a2677a43e303ec6b7a5923141ca52d2c3,false,,
31149,b7ea3859110f94a41d107be1e29da87569d3a8c5,false,,
31149,4385c4f5919fefb626b7c0a8065a9680f11ed8cc,false,,
31149,9587a345ccbe3f0497809a8b9f524d341fe51fda,false,,
31149,cceb908bc869c596c8ada496a9a23c5a966bc378,false,,
31149,1e70b3ade7f87ee9edab9d1f9bd8636f9ef34bc5,false,,
31149,47cf02bfd6c2666db7f846ba46ea4fed2609d825,false,,
31149,45f0878888b3b952c778f631adeaa60409d2cd68,false,,
31149,20ea918a12f6716b548ba445afb22821f6be30a4,false,,
31159,133d0ded1469a9f83229de9f76db08ca8ab48512,false,,
31159,853800b37cc016045106fc6f2de63dbb5091e375,false,,
31159,f10b001be96d98a1e0c48eb6d06f3eeb9f67763b,false,,
31159,7f11468288bc29cc6e0a4930b9c21a0dffdbc604,true,cultura,1
31159,da351b8df8dbe2f90ca7ff9c807fbc7ab8d680ce,true,infraestructura,0
31159,0edaada5c913ff0311e1b63a2325ddf1ad66ead9,false,,
31159,a45f049be5fe57df48fa04b462e4f7616f602a7d,false,,
31159,467cb10043e9b618444285e710b460ebe2acd697,false,,
31160,260f22bed81e929463b8ec36f166f7d70cd396b4,false,,
31160,d4c87272ef9e3b22af1229be0e7af722ff87855a,false,,
31160,de27b53e02a526cbbd7cb00ea9eeb3527e572a87,false,,
31160,7a8f32741af5491a1742693ea282cb7ed2176347,false,,
31160,188800a31aa8af3195127ba7215a92e6ab405a06,false,,
31160,5e1415b75f759cfacae6cd9f6982a9a98537cc14,false,,
31160,5dc96f42eaa70784738eef30ce9648a615f88128,false,,
31160,66e8bacebed271de27b3b96b92a80980e50a3fa4,false,,
31177,46ec1d341536bb1bcc667e5ab299efad3e3beaff,false,,
31177,42840c6430eb4cc32d41a70fe7a461170518e79a,false,,
31177,3129bb0987773dc5f3edfd7f10829baa3f2843b4,false,,
31177,7ff59c33527acfb2b724a399b1ec890137a54ed0,true,infraestructura,1
31177,79740edfcbe9bbb3e82ed9d08e2275926b42d168,true,politica,0
31177,d0b767cfa384710f7cffef04fbd5059e735e15d6,false,,
31177,00a033b243a248e0c12c7f4ee319b3222094872f,true,servicios,0
31177,ddbfc66beab2ea94c6dc7ccc02d6d0b294b7f5f6,false,,
31186,f9ff4f0ed65ce212c080e04b7d3426764f45235c,true,infraestructura,0
31186,f4621c55375e7b218f7ed6cccecb8adefad0936d,false,,
31186,0909f71babef99743a39eb44f1cea5806c433357,false,,
31186,b15f31412b5278f58bceac5a52648642dab2d0d1,false,,
31186,e0a92d337242b5ca3a394cbd4f3d3ec75964f5a7,false,,
31186,f88a0c4f0913df222673362fbec8f10acb451f92,false,,
31186,7580032da0e4a03b762407ea417a98b132758704,false,,
31186,715a8007558a737ce944cbdbcc35609a897fa7a8,false,,
31201,f53c218fcb0a73205dd217d41daa0e15cb813b6d,false,,
31201,54ed06a8fa271471f64c0d7119b11b11c66ad401,false,,
31201,67d1c20e894e8bc5a97b57b2c0bd68b36c79205a,true,politica,0
31201,86ee933bbf277cb75db902a3792d505da68bc436,false,,
31201,d14c53d98ad6e3951c126ec014998d437eb87932,false,,
31201,8b47119a56a9405b25c6ba42bc7eae1e3be29bce,false,,
31201,7a8845c95a897ef9edd110482f0fbb921a2ff801,false,,
31201,5aa941c442b93db3291166a7afee05f2388bbf09,false,,
31202,85934372f91e05cbb281a73ee2a089000595dbb8,false,,
31202,fe5c5c0b56b8e32bb4f707d53fdb529fa7691362,false,,
31202,84cd0355818770f6d8fbb68ccde4fceb8ad9d10c,false,,
31202,a5f6aacc5a8bbf379524985ac6fc16c187cda81b,false,,
31202,13cf3c65435c044a269f769b7ca46f56a233799b,false,,
31202,e8f5a16710621ff61160c6316a5ebcd6da63e03f,false,,
31202,f50f9a2db6637c5a5fc6b7c588b2a91554bfc8ab,false,,
31202,50c076ec97687445dac0da3782b328c7bfd38cc7,false,,
31216,75ad2746313c78f48dfc047cb7fbac960087dcc5,false,,
31216,b946d077d38885b2e92b9ddadb9809ed30d03c28,false,,
31216,172c14744887a401e075297eefd956942eaf491b,false,,
31216,c8851de7d51c1003533e7778bc30178d485a797f,false,,
31216,221ee98a689c8b63844e8359f7f80b014ccab4f0,false,,
31216,6fced9ab4d51f836f4e39e14b1e13fbdfa83350b,false,,
31216,8ced4bbe5ff83acf01ab692e9f310f1edaa73df4,false,,
31216,ce5b263daec726b33d89773cdc5bed1f6265c932,false,,
31229,e5dc4d570ea50cbdff88e568307e667889934592,false,,
31229,562ae0c6e893f8c72154f354797488e9ca737441,false,,
31229,91c536add556de08d9393d8bb1e2d1883b130d72,false,,
31229,edf1a81b631e2e503aa8c4972111194d3e3dc194,false,,
31229,b4755c9e435e0b0a98db8baa894b8084495937a6,false,,
31229,9d07deeeb02a848bb01e75cc96935833e10b7553,false,,
31229,beab0a0df0804590cc1d2c69fcee446358dce87a,false,,
31229,89b1f12175e8d2a04f9d2708174df6a6e41b7159,false,,
31249,6b0663c85a14157fac4e396c24dad7badf165b16,false,,
31249,8c1c7b65a651cebe0163388093915096c2644eaa,false,,
31249,0aa7a90e7eb9a4af6cd8e32b06e70bba04a4bbb6,false,,
31249,21fa4bdbd196d5e4434fb46de6c803b1a2ea171b,false,,
31249,4ea0e76587728a2e65093a235e59d8397065d9e2,false,,
31249,f065bd3fa36c8bcd5ade586bf8968ee4cacbe5e8,false,,
31249,6492c77699cc67ce3990d4add7a6ef75a66ea35b,false,,
31249,5b7d4fd7958eb9f22363ab7dc95173a2aeca74e0,false,,
31251,572c8359ae1fd30f353e925b3c622e7c90b11722,false,,
31251,3ac0f6668aeb917ae9a40f29c3fdbe31c1e61cec,false,,
31251,4ca6dfbc130a642b05cd1488ee47d7406d8f2ee6,true,cultura,0
31251,049865544b4b9e85dc529f4179ab76075b81559b,false,,
31251,7a851b63309bb0ca27f7829f0f0df0b8de322c4b,true,empresa,0
31251,e344e5fde8e375fed49741839de6698926375fc5,false,,
31251,ff6be924e01b699638704309ffb53369e0112431,false,,
31251,4bc266a68929a4645227d37cadb9e2b8a95fe48e,false,,
